598260	50	5135
382566	30	5135
464510	30	5135
220014	50	5135
346875	30	5135
256407	50	5135
415666	50	5137
208694	50	5137
483971	70	5137
55268	50	5137
173945	0	5137
421610	50	5137
133884	50	5137
20142	50	5137
324148	30	5137
426895	30	5137
382578	30	5137
319608	30	5137
373326	30	5138
358298	50	5138
92362	0	5138
274921	0	5138
558368	50	5138
510556	70	5138
245906	50	5138
435267	50	5138
274978	50	5138
11691	50	5138
140077	50	5140
245610	30	5140
12528	30	5140
530330	50	5140
599798	30	5140
374998	50	5140
544791	30	5140
260526	30	5140
618	30	5140
314158	50	5140
46766	50	5140
282815	30	5140
295934	30	5140
472664	30	5140
598940	0	5140
607860	50	5140
38197	50	5140
540818	30	5140
356768	50	5140
237711	50	5140
497611	30	5140
618126	50	5141
568980	0	5141
94616	30	5141
268765	30	5141
19811	0	5141
206586	30	5141
578126	30	5141
210815	50	5141
587862	70	5141
366372	50	5141
160603	30	5141
494541	30	5141
547792	0	5141
421559	50	5141
64438	0	5141
425539	30	5142
134403	50	5142
318690	50	5142
258968	0	5142
603765	30	5142
572013	50	5142
63584	0	5142
122602	30	5142
303869	50	5142
286103	30	5142
183651	50	5142
579771	30	5142
433395	0	5142
302368	50	5142
65669	50	5142
561421	50	5142
14153	0	5142
116217	0	5142
555282	0	5142
144472	50	5142
583831	50	5144
475548	70	5144
604544	30	5144
218333	30	5144
483583	30	5144
375357	30	5144
524169	50	5144
4577	50	5144
22987	50	5144
117151	30	5144
103736	50	5147
224680	50	5147
58216	30	5147
102523	30	5147
47923	50	5147
33149	30	5147
318203	50	5147
603438	30	5148
162153	50	5148
431895	50	5148
127634	50	5149
600189	50	5149
455572	30	5149
495980	50	5149
488123	70	5149
621341	30	5149
396096	50	5151
9922	90	5151
123025	50	5151
354971	0	5151
44714	50	5151
389736	30	5151
569162	50	5151
227907	30	5151
279229	70	5151
495972	50	5151
307869	0	5151
584321	50	5151
609669	50	5151
159079	50	5151
30361	50	5152
554833	70	5152
279586	50	5152
355298	50	5152
447933	50	5152
152122	50	5152
60501	30	5152
226084	30	5152
435691	0	5154
221800	50	5154
384293	50	5154
296021	70	5154
210270	30	5154
142321	50	5154
576108	30	5154
539285	50	5154
363136	70	5154
493925	30	5154
181303	50	5154
63787	50	5154
455244	50	5154
280606	30	5154
501445	50	5154
84490	0	5154
3952	50	5155
441179	30	5155
242322	50	5155
465684	50	5155
54165	30	5155
128684	50	5156
580998	0	5156
263349	30	5156
385162	30	5156
86374	30	5193
413952	30	5193
266184	50	5193
553298	50	5193
330782	70	5193
392437	70	5193
63164	30	5193
35547	50	5193
78611	50	5193
473317	50	5193
536323	30	5193
285243	50	5193
509679	30	5193
281768	30	5193
333025	50	5193
159056	30	5193
545460	50	5193
255155	50	5193
274303	50	5195
583259	50	5195
77169	50	5409
376163	50	5420
557524	50	5420
173501	30	5420
159615	30	5420
480003	30	5420
322775	30	5421
475951	30	5421
29177	50	5421
490743	30	5421
358962	30	5421
175160	70	5421
174088	50	5421
209951	70	5421
245083	50	5421
273309	70	5421
389245	50	5421
78615	70	5421
484259	50	5421
6429	30	5427
384102	50	5427
596938	50	5427
292717	30	5427
532569	50	5427
3450	30	5441
576573	30	5441
17863	90	5408
216505	10	5408
245730	10	5408
257158	90	5408
349388	10	5408
523223	10	5408
85222	90	5408
125688	90	5408
341671	90	5408
396481	90	5408
440749	90	5408
528144	90	5408
540934	90	5408
93982	90	5408
205871	90	5408
261386	70	5408
383777	90	5408
585761	70	5408
18519	90	5408
136867	90	5408
203537	90	5408
223058	70	5408
320955	70	5408
322643	70	5408
330613	50	5408
17863	80	4161
34812	90	4161
227064	90	4161
257310	90	4161
324045	90	4161
414408	90	4161
493655	90	4161
539126	90	4161
218586	100	4161
276863	100	4161
409511	80	4161
156020	100	4161
533274	100	4161
425866	100	4161
10226	80	4161
332222	0	4161
139031	0	4161
221364	0	4161
324161	0	4161
286691	100	4161
217310	100	4163
254529	100	4163
132700	100	4163
356278	0	4163
283169	80	4163
354193	100	4163
457583	100	4163
460755	0	4163
386736	100	4163
569853	100	4163
250158	100	4163
1943	100	4163
358677	0	4164
